Name,Year,TOT_P,TOT_M,TOT_F,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
Kargil,2013,16338,10082,6256,12340,8627,3713,3998,1455,2543,7413,6135,1278,20,16,4,8925,3947,4978
Kargil,2013,124464,67703,56761,73896,47674,26222,50568,20029,30539,44460,33704,10756,504,263,241,80004,33999,46005
Karbi Anglong,2013,112966,58243,54723,87104,47039,40065,25862,11204,14658,37068,28922,8146,1027,618,409,75898,29321,46577
Karbi Anglong,2013,843347,431924,411423,470110,267214,202896,373237,164710,208527,346373,217271,129102,19568,12013,7555,496974,214653,282321
Karauli,2013,218105,115454,102651,134426,82092,52334,83679,33362,50317,68349,53855,14494,2251,1410,841,149756,61599,88157
Karauli,2013,1240143,668185,571958,671423,449812,221611,568720,218373,350347,560377,317203,243174,43542,22877,20665,679766,350982,328784
Karaikal,2013,98102,47671,50431,77815,39687,38128,20287,7984,12303,32905,26032,6873,1393,1075,318,65197,21639,43558
Karaikal,2013,102120,50138,51982,77101,40216,36885,25019,9922,15097,35396,27107,8289,7347,5410,1937,66724,23031,43693
Kapurthala ,2013,282462,150379,132083,215791,119335,96456,66671,31044,35627,103121,84220,18901,2818,2286,532,179341,66159,113182
Kapurthala ,2013,532706,275932,256774,360776,196919,163857,171930,79013,92917,181044,151342,29702,30070,24832,5238,351662,124590,227072
Kanshiram Nagar,2013,288207,151609,136598,159322,92241,67081,128885,59368,69517,83695,70671,13024,7796,7321,475,204512,80938,123574
Kanshiram Nagar,2013,1148512,612556,535956,565528,360562,204966,582984,251994,330990,389070,304542,84528,55870,50001,5869,759442,308014,451428
Kanpur Nagar,2013,3015645,1622546,1393099,2232870,1234812,998058,782775,387734,395041,1009363,855890,153473,18120,15470,2650,2006282,766656,1239626
Kanpur Nagar,2013,1565623,837260,728363,1010152,594367,415785,555471,242893,312578,562869,443981,118888,142084,116218,25866,1002754,393279,609475
Kanpur Dehat,2013,173423,91747,81676,120857,67813,53044,52566,23934,28632,53305,45330,7975,6665,5699,966,120118,46417,73701
Kanpur Dehat,2013,1622761,871508,751253,1049386,625151,424235,573375,246357,327018,575559,448661,126898,126882,103923,22959,1047202,422847,624355
Kannur,2013,1640986,755764,885222,1401467,649926,751541,239519,105838,133681,501735,375708,126027,19311,12076,7235,1139251,380056,759195
Kannur,2013,882017,425682,456335,736967,363030,373937,145050,62652,82398,322381,233669,88712,39917,25295,14622,559636,192013,367623
Kanniyakumari,2013,1539802,761407,778395,1279358,644109,635249,260444,117298,143146,554204,429721,124483,38248,33977,4271,985598,331686,653912
Kanniyakumari,2013,330572,164938,165634,269380,136432,132948,61192,28506,32686,125416,94908,30508,13102,10417,2685,205156,70030,135126
Kannauj,2013,280841,147531,133310,170594,96681,73913,110247,50850,59397,89328,69884,19444,9779,9144,635,191513,77647,113866
Kannauj,2013,1375775,734245,641530,846493,506915,339578,529282,227330,301952,435348,361050,74298,72758,67409,5349,940427,373195,567232
Kangra,2013,86281,45226,41055,70198,37879,32319,16083,7347,8736,29989,23028,6961,305,145,160,56292,22198,34094
Kangra,2013,1423794,705365,718429,1082442,568564,513878,341352,136801,204551,645181,380728,264453,10817,8258,2559,778613,324637,453976
Kandhamal,2013,72279,36422,35857,55893,30103,25790,16386,6319,10067,25672,19007,6665,1023,558,465,46607,17415,29192
Kandhamal,2013,660831,323523,337308,343893,203797,140096,316938,119726,197212,329677,174508,155169,41772,25946,15826,331154,149015,182139
Kancheepuram,2013,2538336,1277979,1260357,2025004,1064467,960537,513332,213512,299820,995563,746980,248583,17967,11621,6346,1542773,530999,1011774
Kancheepuram,2013,1459916,734979,724937,988378,546994,441384,471538,187985,283553,678251,434328,243923,144527,80806,63721,781665,300651,481014
Kamrup Metropolitan,2013,1037011,536523,500488,856250,457124,399126,180761,79399,101362,403164,312697,90467,2476,1983,493,633847,223826,410021
Kamrup Metropolitan,2013,216927,111062,105865,144941,80103,64838,71986,30959,41027,87768,62916,24852,5783,3860,1923,129159,48146,81013
Kamrup,2013,142394,72321,70073,113537,60612,52925,28857,11709,17148,56172,40728,15444,1262,1165,97,86222,31593,54629
Kamrup,2013,1375148,706140,669008,881782,489607,392175,493366,216533,276833,572782,387764,185018,40859,30375,10484,802366,318376,483990
Kalahandi,2013,121987,62455,59532,88274,48847,39427,33713,13608,20105,42654,33404,9250,1857,1352,505,79333,29051,50282
Kalahandi,2013,1454882,724646,730236,713762,435330,278432,741120,289316,451804,709276,413886,295390,142016,99024,42992,745606,310760,434846
Kaithal,2013,236011,125072,110939,161306,92716,68590,74705,32356,42349,73013,62837,10176,4212,3720,492,162998,62235,100763
Kaithal,2013,838293,445931,392362,485223,293066,192157,353070,152865,200205,300886,229859,71027,45021,36887,8134,537407,216072,321335
Kaimur (Bhabua),2013,65571,34708,30863,46231,26198,20033,19340,8510,10830,16011,14327,1684,1231,1142,89,49560,20381,29179
Kaimur (Bhabua),2013,1560813,812298,748515,874045,523725,350320,686768,288573,398195,495152,361632,133520,115055,90158,24897,1065661,450666,614995
Kachchh,2013,728535,383213,345322,511397,290054,221343,217138,93159,123979,259360,219724,39636,5935,4019,1916,469175,163489,305686
Kachchh,2013,1363836,713524,650312,740922,449185,291737,622914,264339,358575,516868,404980,111888,134475,100098,34377,846968,308544,538424
Kabeerdham,2013,87395,44117,43278,56866,31517,25349,30529,12600,17929,31956,22652,9304,4027,2116,1911,55439,21465,33974
Kabeerdham,2013,735131,367941,367190,357301,216986,140315,377830,150955,226875,372200,194421,177779,116642,59423,57219,362931,173520,189411
Jyotiba Phule Nagar,2013,458713,238910,219803,253903,144258,109645,204810,94652,110158,135141,114852,20289,9076,8398,678,323572,124058,199514
Jyotiba Phule Nagar,2013,1381508,724539,656969,729207,456283,272924,652301,268256,384045,463948,344185,119763,72926,62190,10736,917560,380354,537206
Junagadh,2013,906412,464085,442327,664658,365772,298886,241754,98313,143441,300584,253881,46703,24830,17940,6890,605828,210204,395624
Junagadh,2013,1836670,940271,896399,1178160,681209,496951,658510,259062,399448,823125,547978,275147,233739,156830,76909,1013545,392293,621252
Jorhat,2013,220534,113837,106697,180181,95637,84544,40353,18200,22153,88538,67148,21390,1336,873,463,131996,46689,85307
Jorhat,2013,871722,442968,428754,614748,336698,278050,256974,106270,150704,410080,253598,156482,18840,11656,7184,461642,189370,272272
Jodhpur,2013,1264614,663600,601014,873192,500054,373138,391422,163546,227876,410207,343961,66246,6486,4875,1611,854407,319639,534768
Jodhpur,2013,2422551,1260328,1162223,1158340,765699,392641,1264211,494629,769582,1079534,621142,458392,96515,57767,38748,1343017,639186,703831
Jind,2013,305583,162487,143096,215043,124082,90961,90540,38405,52135,93261,78928,14333,4058,3513,545,212322,83559,128763
Jind,2013,1028569,550519,478050,617715,377967,239748,410854,172552,238302,430161,289349,140812,52584,39736,12848,598408,261170,337238
Jhunjhunun,2013,489079,253178,235901,323811,190162,133649,165268,63016,102252,141897,116044,25853,2573,2198,375,347182,137134,210048
Jhunjhunun,2013,1647966,842718,805248,1046549,625672,420877,601417,217046,384371,752752,425348,327404,31891,24474,7417,895214,417370,477844
Jharsuguda,2013,231165,120528,110637,170917,95644,75273,60248,24884,35364,78603,65318,13285,767,593,174,152562,55210,97352
Jharsuguda,2013,348340,176162,172178,234962,132448,102514,113378,43714,69664,169104,106700,62404,20281,12867,7414,179236,69462,109774
Jhansi,2013,833484,441807,391677,601520,344504,257016,231964,97303,134661,286471,228879,57592,16917,13592,3325,547013,212928,334085
Jhansi,2013,1165119,615629,549490,702993,439201,263792,462126,176428,285698,528443,336478,191965,109872,71996,37876,636676,279151,357525
Jhalawar,2013,229291,118610,110681,160926,91573,69353,68365,27037,41328,74328,60539,13789,3331,2362,969,154963,58071,96892
Jhalawar,2013,1181838,606533,575305,578866,375242,203624,602972,231291,371681,611622,342286,269336,92797,50486,42311,570216,264247,305969
Jhajjar,2013,243339,130448,112891,179636,102647,76989,63703,27801,35902,72701,61363,11338,2048,1758,290,170638,69085,101553
Jhajjar,2013,715066,384219,330847,496455,296833,199622,218611,87386,131225,253833,188657,65176,17385,13933,3452,461233,195562,265671
Jhabua,2013,91983,47555,44428,65850,36601,29249,26133,10954,15179,32755,23718,9037,888,544,344,59228,23837,35391
Jhabua,2013,933065,467468,465597,286231,177981,108250,646834,289487,357347,482366,241771,240595,47581,19438,28143,450699,225697,225002
Jehanabad ,2013,135196,71428,63768,87440,50272,37168,47756,21156,26600,36966,30218,6748,4386,3540,846,98230,41210,57020
Jehanabad ,2013,990117,514154,475963,531441,324140,207301,458676,190014,268662,328412,236205,92207,104760,77819,26941,661705,277949,383756
Jaunpur,2013,346580,179248,167332,240633,133196,107437,105947,46052,59895,94525,78219,16306,5533,4608,925,252055,101029,151026
Jaunpur,2013,4147624,2041217,2106407,2491044,1432198,1058846,1656580,609019,1047561,1342850,855938,486912,197762,128782,68980,2804774,1185279,1619495
Jashpur ,2013,75992,38440,37552,55597,30039,25558,20395,8401,11994,27217,19847,7370,2078,1487,591,48775,18593,30182
Jashpur ,2013,775677,386307,389370,439818,250617,189201,335859,135690,200169,460143,243798,216345,91073,53613,37460,315534,142509,173025
Janjgir - Champa,2013,225061,114316,110745,160234,89935,70299,64827,24381,40446,93323,63725,29598,9751,5843,3908,131738,50591,81147
Janjgir - Champa,2013,1394646,701401,693245,859400,503744,355656,535246,197657,337589,753143,414553,338590,143970,82928,61042,641503,286848,354655
Jamui,2013,145333,76288,69045,91277,53201,38076,54056,23087,30969,47142,35175,11967,5799,4791,1008,98191,41113,57078
Jamui,2013,1615072,839776,775296,767311,481184,286127,847761,358592,489169,680429,417113,263316,173829,127662,46167,934643,422663,511980
Jamtara,2013,75746,39787,35959,54528,30975,23553,21218,8812,12406,23224,19711,3513,321,269,52,52522,20076,32446
Jamtara,2013,715296,365043,350253,371784,227285,144499,343512,137758,205754,303407,195029,108378,26493,19171,7322,411889,170014,241875
Jamnagar,2013,971065,504104,466961,680799,380142,300657,290266,123962,166304,334873,284186,50687,11810,8441,3369,636192,219918,416274
Jamnagar,2013,1189054,610088,578966,715735,414998,300737,473319,195090,278229,512567,362636,149931,94848,66973,27875,676487,247452,429035
Jammu,2013,765013,412218,352795,612254,343716,268538,152759,68502,84257,271914,221940,49974,1876,1647,229,493099,190278,302821
Jammu,2013,764945,401603,363342,524881,298200,226681,240064,103403,136661,236708,195516,41192,14538,12982,1556,528237,206087,322150
Jalpaiguri ,2013,1060351,545778,514573,782476,424266,358210,277875,121512,156363,390133,313109,77024,11656,9013,2643,670218,232669,437549
Jalpaiguri ,2013,2812495,1437286,1375209,1716304,972356,743948,1096191,464930,631261,1122777,778252,344525,201001,157888,43113,1689718,659034,1030684
Jalor,2013,151755,79015,72740,91907,56516,35391,59848,22499,37349,50156,39055,11101,1452,789,663,101599,39960,61639
Jalor,2013,1676975,857619,819356,737675,487407,250268,939300,370212,569088,846488,455851,390637,86442,47073,39369,830487,401768,428719
Jalna,2013,377429,194194,183235,264009,144758,119251,113420,49436,63984,125582,97474,28108,5564,3453,2111,251847,96720,155127
Jalna,2013,1581617,817279,764338,931514,554670,376844,650103,262609,387494,805304,447556,357748,256149,125467,130682,776313,369723,406590
Jalgaon,2013,1342711,696851,645860,1014320,548973,465347,328391,147878,180513,435880,349313,86567,51571,33143,18428,906831,347538,559293
Jalgaon,2013,2887206,1500514,1386692,1877562,1080250,797312,1009644,420264,589380,1427691,837159,590532,757301,410679,346622,1459515,663355,796160
Jalaun ,2013,418900,222436,196464,285230,164355,120875,133670,58081,75589,126340,107940,18400,8201,7206,995,292560,114496,178064
Jalaun ,2013,1271074,683656,587418,789966,489075,300891,481108,194581,286527,494424,363029,131395,117065,94563,22502,776650,320627,456023
Jalandhar,2013,1161171,616421,544750,894403,489714,404689,266768,126707,140061,424430,347836,76594,6027,4890,1137,736741,268585,468156
Jalandhar,2013,1032419,528790,503629,728134,392867,335267,304285,135923,168362,350042,291648,58394,46344,38131,8213,682377,237142,445235
Jajapur  ,2013,135097,69495,65602,101972,55243,46729,33125,14252,18873,40629,35733,4896,2665,2419,246,94468,33762,60706
Jajapur  ,2013,1692095,856539,835556,1188483,651153,537330,503612,205386,298226,511605,450358,61247,103582,96167,7415,1180490,406181,774309
Jaisalmer,2013,89025,49261,39764,59364,37062,22302,29661,12199,17462,30874,27046,3828,710,636,74,58151,22215,35936
Jaisalmer,2013,580894,312447,268447,249289,173353,75936,331605,139094,192511,258029,155519,102510,14021,9618,4403,322865,156928,165937
Jaipur,2013,3471847,1825583,1646264,2493361,1412460,1080901,978486,413123,565363,1118234,927496,190738,11171,8123,3048,2353613,898087,1455526
Jaipur,2013,3154331,1642924,1511407,1807604,1142333,665271,1346727,500591,846136,1346659,787451,559208,57219,31510,25709,1807672,855473,952199
Jaintia Hills,2013,28430,13675,14755,22387,10760,11627,6043,2915,3128,10684,5894,4790,29,18,11,17746,7781,9965
Jaintia Hills,2013,366694,182610,184084,165140,76611,88529,201554,105999,95555,143496,82945,60551,18571,10968,7603,223198,99665,123533
Jagatsinghapur ,2013,115980,61052,54928,90825,50090,40735,25155,10962,14193,39272,33687,5585,1184,961,223,76708,27365,49343
Jagatsinghapur ,2013,1020991,516813,504178,798202,430959,367243,222789,85854,136935,364377,291902,72475,54867,45888,8979,656614,224911,431703
Jabalpur,2013,1440034,750247,689787,1118644,608962,509682,321390,141285,180105,527499,405019,122480,12610,8952,3658,912535,345228,567307
Jabalpur,2013,1023255,527031,496224,637824,371345,266479,385431,155686,229745,478125,300951,177174,132246,82863,49383,545130,226080,319050
Indore,2013,2427709,1262872,1164837,1809993,989732,820261,617716,273140,344576,881413,694695,186718,15284,10179,5105,1546296,568177,978119
Indore,2013,848988,436755,412233,499137,299899,199238,349851,136856,212995,386782,244360,142422,118461,67429,51032,462206,192395,269811
Imphal West,2013,322879,158106,164773,253235,131016,122219,69644,27090,42554,129211,78047,51164,2288,1418,870,193668,80059,113609
Imphal West,2013,195113,96948,98165,139391,74969,64422,55722,21979,33743,84176,50493,33683,2756,1639,1117,110937,46455,64482
Imphal East,2013,183207,89305,93902,140783,72377,68406,42424,16928,25496,74655,45115,29540,1555,979,576,108552,44190,64362
Imphal East,2013,272906,136789,136117,183881,100937,82944,89025,35852,53173,120193,72447,47746,7843,4501,3342,152713,64342,88371
Idukki ,2013,52045,25563,26482,44799,22239,22560,7246,3324,3922,17739,13447,4292,981,777,204,34306,12116,22190
Idukki ,2013,1056929,527245,529684,878211,449642,428569,178718,77603,101115,498624,318263,180361,111410,65075,46335,558305,208982,349323
Hyderabad,2013,3943323,2018575,1924748,2892155,1542688,1349467,1051168,475887,575281,1413297,1045585,367712,16751,10946,5805,2530026,972990,1557036
Hyderabad,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hugli ,2013,2128499,1091708,1036791,1688844,902010,786834,439655,189698,249957,779839,637081,142758,16609,13477,3132,1348660,454627,894033
Hugli ,2013,3390646,1722945,1667701,2389544,1309767,1079777,1001102,413178,587924,1373031,1076527,296504,353405,273772,79633,2017615,646418,1371197
Hoshiarpur,2013,334969,174587,160382,263864,141295,122569,71105,33292,37813,114656,92543,22113,2546,2181,365,220313,82044,138269
Hoshiarpur,2013,1251656,634470,617186,935835,496632,439203,315821,137838,177983,385166,319963,65203,46941,39272,7669,866490,314507,551983
Hoshangabad,2013,389986,203663,186323,300433,166110,134323,89553,37553,52000,125639,103503,22136,3309,2630,679,264347,100160,164187
Hoshangabad,2013,851364,445062,406302,510211,303089,207122,341153,141973,199180,352443,241932,110511,101251,69365,31886,498921,203130,295791
Hisar,2013,553488,297423,256065,399515,231174,168341,153973,66249,87724,184537,152257,32280,7896,6336,1560,368951,145166,223785
Hisar,2013,1190443,634139,556304,714796,439026,275770,475647,195113,280534,507084,336064,171020,78160,57727,20433,683359,298075,385284
Hingoli,2013,178733,91864,86869,132591,71854,60737,46142,20010,26132,56592,45363,11229,6293,4198,2095,122141,46501,75640
Hingoli,2013,998612,514430,484182,658152,378697,279455,340460,135733,204727,512590,285540,227050,192201,98710,93491,486022,228890,257132
Hazaribagh,2013,275307,143947,131360,205240,113777,91463,70067,30170,39897,76016,65298,10718,1117,902,215,199291,78649,120642
Hazaribagh,2013,1459188,746934,712254,808009,482336,325673,651179,264598,386581,578620,358174,220446,42287,28429,13858,880568,388760,491808
Haveri,2013,355501,180678,174823,260342,138190,122152,95159,42488,52671,130914,100860,30054,14335,10252,4083,224587,79818,144769
Haveri,2013,1242167,638450,603717,825101,465603,359498,417066,172847,244219,599152,389871,209281,216084,122075,94009,643015,248579,394436
Hassan,2013,376763,188084,188679,299685,155256,144429,77078,32828,44250,140046,108741,31305,3048,1919,1129,236717,79343,157374
Hassan,2013,1399658,695583,704075,925571,513580,411991,474087,182003,292084,763534,451711,311823,104379,48474,55905,636124,243872,392252
Hardwar,2013,693094,371511,321583,495738,282358,213380,197356,89153,108203,218870,189511,29359,4726,4357,369,474224,182000,292224
Hardwar,2013,1197328,633784,563544,682616,409053,273563,514712,224731,289981,359251,308299,50952,71227,64094,7133,838077,325485,512592
Hardoi,2013,541806,285295,256511,338013,192307,145706,203793,92988,110805,161852,138206,23646,16873,16075,798,379954,147089,232865
Hardoi,2013,3551039,1906147,1644892,1883588,1182280,701308,1667451,723867,943584,1157094,953746,203348,212065,188378,23687,2393945,952401,1441544
Harda ,2013,119364,61526,57838,91321,49767,41554,28043,11759,16284,37122,31080,6042,1470,1191,279,82242,30446,51796
Harda ,2013,451101,233312,217789,261229,154040,107189,189872,79272,110600,193857,125772,68085,54687,35995,18692,257244,107540,149704
Haora ,2013,3074144,1591300,1482844,2348940,1260472,1088468,725204,330828,394376,1149355,945937,203418,21221,19597,1624,1924789,645363,1279426
Haora ,2013,1775885,909519,866366,1256266,682352,573914,519619,227167,292452,670490,552233,118257,95515,89528,5987,1105395,357286,748109
Hanumangarh,2013,350464,184297,166167,231477,133919,97558,118987,50378,68609,115908,96721,19187,6676,5258,1418,234556,87576,146980
Hanumangarh,2013,1424228,746887,677341,802659,490362,312297,621569,256525,365044,719352,416081,303271,110039,75831,34208,704876,330806,374070
Hamirpur,2013,31430,16322,15108,26372,14072,12300,5058,2250,2808,10948,7878,3070,46,37,9,20482,8444,12038
Hamirpur,2013,31430,16322,15108,26372,14072,12300,5058,2250,2808,10948,7878,3070,46,37,9,20482,8444,12038
Hamirpur,2013,31430,16322,15108,26372,14072,12300,5058,2250,2808,10948,7878,3070,46,37,9,20482,8444,12038
Hamirpur,2013,31430,16322,15108,26372,14072,12300,5058,2250,2808,10948,7878,3070,46,37,9,20482,8444,12038
Hamirpur,2013,31430,16322,15108,26372,14072,12300,5058,2250,2808,10948,7878,3070,46,37,9,20482,8444,12038
Hamirpur,2013,31430,16322,15108,26372,14072,12300,5058,2250,2808,10948,7878,3070,46,37,9,20482,8444,12038
Hamirpur,2013,31430,16322,15108,26372,14072,12300,5058,2250,2808,10948,7878,3070,46,37,9,20482,8444,12038
Hamirpur,2013,31430,16322,15108,26372,14072,12300,5058,2250,2808,10948,7878,3070,46,37,9,20482,8444,12038
Hamirpur,2013,31430,16322,15108,26372,14072,12300,5058,2250,2808,10948,7878,3070,46,37,9,20482,8444,12038
Hamirpur,2013,31430,16322,15108,26372,14072,12300,5058,2250,2808,10948,7878,3070,46,37,9,20482,8444,12038
Hamirpur,2013,31430,16322,15108,26372,14072,12300,5058,2250,2808,10948,7878,3070,46,37,9,20482,8444,12038
Hamirpur,2013,31430,16322,15108,26372,14072,12300,5058,2250,2808,10948,7878,3070,46,37,9,20482,8444,12038
Hamirpur,2013,31430,16322,15108,26372,14072,12300,5058,2250,2808,10948,7878,3070,46,37,9,20482,8444,12038
Hamirpur,2013,31430,16322,15108,26372,14072,12300,5058,2250,2808,10948,7878,3070,46,37,9,20482,8444,12038
Hamirpur,2013,31430,16322,15108,26372,14072,12300,5058,2250,2808,10948,7878,3070,46,37,9,20482,8444,12038
Hamirpur,2013,31430,16322,15108,26372,14072,12300,5058,2250,2808,10948,7878,3070,46,37,9,20482,8444,12038
Hamirpur,2013,894437,481373,413064,511783,324610,187173,382654,156763,225891,376254,254864,121390,83357,59651,23706,518183,226509,291674
Hamirpur,2013,894437,481373,413064,511783,324610,187173,382654,156763,225891,376254,254864,121390,83357,59651,23706,518183,226509,291674
Hamirpur,2013,894437,481373,413064,511783,324610,187173,382654,156763,225891,376254,254864,121390,83357,59651,23706,518183,226509,291674
Hamirpur,2013,894437,481373,413064,511783,324610,187173,382654,156763,225891,376254,254864,121390,83357,59651,23706,518183,226509,291674
Hamirpur,2013,894437,481373,413064,511783,324610,187173,382654,156763,225891,376254,254864,121390,83357,59651,23706,518183,226509,291674
Hamirpur,2013,894437,481373,413064,511783,324610,187173,382654,156763,225891,376254,254864,121390,83357,59651,23706,518183,226509,291674
Hamirpur,2013,894437,481373,413064,511783,324610,187173,382654,156763,225891,376254,254864,121390,83357,59651,23706,518183,226509,291674
Hamirpur,2013,894437,481373,413064,511783,324610,187173,382654,156763,225891,376254,254864,121390,83357,59651,23706,518183,226509,291674
Hamirpur,2013,894437,481373,413064,511783,324610,187173,382654,156763,225891,376254,254864,121390,83357,59651,23706,518183,226509,291674
Hamirpur,2013,894437,481373,413064,511783,324610,187173,382654,156763,225891,376254,254864,121390,83357,59651,23706,518183,226509,291674
Hamirpur,2013,894437,481373,413064,511783,324610,187173,382654,156763,225891,376254,254864,121390,83357,59651,23706,518183,226509,291674
Hamirpur,2013,894437,481373,413064,511783,324610,187173,382654,156763,225891,376254,254864,121390,83357,59651,23706,518183,226509,291674
Hamirpur,2013,894437,481373,413064,511783,324610,187173,382654,156763,225891,376254,254864,121390,83357,59651,23706,518183,226509,291674
Hamirpur,2013,894437,481373,413064,511783,324610,187173,382654,156763,225891,376254,254864,121390,83357,59651,23706,518183,226509,291674
Hamirpur,2013,894437,481373,413064,511783,324610,187173,382654,156763,225891,376254,254864,121390,83357,59651,23706,518183,226509,291674
Hamirpur,2013,894437,481373,413064,511783,324610,187173,382654,156763,225891,376254,254864,121390,83357,59651,23706,518183,226509,291674
Hailakandi,2013,48140,24143,23997,40404,20747,19657,7736,3396,4340,15947,12600,3347,107,90,17,32193,11543,20650
Hailakandi,2013,611156,313747,297409,366962,206089,160873,244194,107658,136536,198293,158192,40101,17611,15945,1666,412863,155555,257308
Gwalior,2013,1273792,680978,592814,937849,536097,401752,335943,144881,191062,398160,338344,59816,8779,7299,1480,875632,342634,532998
Gwalior,2013,758244,409349,348895,419361,267017,152344,338883,142332,196551,287151,210476,76675,54976,40910,14066,471093,198873,272220
Gurgaon,2013,1042253,565228,477025,787029,446378,340651,255224,118850,136374,386254,310722,75532,5612,4662,950,655999,254506,401493
Gurgaon,2013,472179,251462,220717,324087,192288,131799,148092,59174,88918,158462,121734,36728,10113,7945,2168,313717,129728,183989
Gurdaspur,2013,659319,356833,302486,518182,290808,227374,141137,66025,75112,229886,194203,35683,5113,4476,637,429433,162630,266803
Gurdaspur,2013,1639004,855784,783220,1116537,616852,499685,522467,238932,283535,527252,443449,83803,65654,59609,6045,1111752,412335,699417
Guntur,2013,1652738,819030,833708,1162507,617432,545075,490231,201598,288633,637448,465691,171757,84221,44017,40204,1015290,353339,661951
Guntur,2013,3235075,1621491,1613584,1797934,1017294,780640,1437141,604197,832944,1744176,976679,767497,951348,464431,486917,1490899,644812,846087
Guna,2013,312675,163235,149440,206810,119044,87766,105865,44191,61674,99081,80256,18825,3617,2888,729,213594,82979,130615
Guna,2013,928844,486127,442717,447170,281493,165677,481674,204634,277040,415816,255198,160618,75317,50222,25095,513028,230929,282099
Gumla,2013,65081,33255,31826,49715,26628,23087,15366,6627,8739,17840,14054,3786,425,358,67,47241,19201,28040
Gumla,2013,960132,481135,478997,510005,295167,214838,450127,185968,264159,469668,250720,218948,32736,17745,14991,490464,230415,260049
Gulbarga,2013,835551,424611,410940,570040,313009,257031,265511,111602,153909,279831,209101,70730,13228,7872,5356,555720,215510,340210
Gulbarga,2013,1730775,877144,853631,857328,515350,341978,873447,361794,511653,807197,470900,336297,271689,131331,140358,923578,406244,517334
Gorakhpur,2013,836129,439051,397078,613700,342980,270720,222429,96071,126358,253539,204424,49115,7107,5954,1153,582590,234627,347963
Gorakhpur,2013,3604766,1838726,1766040,2086628,1250910,835718,1518138,587816,930322,1098090,812452,285638,156437,121378,35059,2506676,1026274,1480402
Gopalganj,2013,162805,82699,80106,102934,57626,45308,59871,25073,34798,42582,35321,7261,4913,3754,1159,120223,47378,72845
Gopalganj,2013,2399207,1184967,1214240,1280064,736279,543785,1119143,448688,670455,685619,504265,181354,103663,80359,23304,1713588,680702,1032886
Gondiya,2013,225930,113620,112310,185822,97347,88475,40108,16273,23835,81150,59564,21586,3868,2497,1371,144780,54056,90724
Gondiya,2013,1096577,547934,548643,818421,445490,372931,278156,102444,175712,584269,323587,260682,143498,80888,62610,512308,224347,287961
Gonda,2013,225029,118088,106941,150829,83934,66895,74200,34154,40046,66483,55438,11045,5389,4963,426,158546,62650,95896
Gonda,2013,3208890,1669058,1539832,1529165,950247,578918,1679725,718811,960914,1104069,800410,303659,195086,151779,43307,2104821,868648,1236173
Golaghat,2013,97736,50036,47700,80786,42436,38350,16950,7600,9350,35572,28751,6821,359,311,48,62164,21285,40879
Golaghat,2013,969152,493125,476027,640978,354039,286939,328174,139086,189088,444356,280353,164003,24727,15446,9281,524796,212772,312024
Godda,2013,64419,34020,30399,45173,25502,19671,19246,8518,10728,17741,15018,2723,807,637,170,46678,19002,27676
Godda,2013,1249132,643907,605225,559346,350710,208636,689786,293197,396589,534450,329001,205449,86422,60898,25524,714682,314906,399776
Goalpara,2013,138062,70048,68014,90189,48217,41972,47873,21831,26042,48474,38230,10244,1498,1206,292,89588,31818,57770
Goalpara,2013,870121,443244,426877,473388,256085,217303,396733,187159,209574,314099,228888,85211,36011,26939,9072,556022,214356,341666
Giridih,2013,208024,108490,99534,139962,78636,61326,68062,29854,38208,59741,51311,8430,1514,1325,189,148283,57179,91104
Giridih,2013,2237450,1149608,1087842,1113513,705100,408413,1123937,444508,679429,976536,572635,403901,77107,55003,22104,1260914,576973,683941
Ghazipur,2013,274360,143424,130936,189808,107082,82726,84552,36342,48210,75709,61730,13979,4446,3488,958,198651,81694,116957
Ghazipur,2013,3345908,1711651,1634257,2007741,1186471,821270,1338167,525180,812987,1128893,746970,381923,215483,145673,69810,2217015,964681,1252334
Ghaziabad,2013,3162547,1680612,1481935,2200954,1253042,947912,961593,427570,534023,1024461,842860,181601,23650,20304,3346,2138086,837752,1300334
Ghaziabad,2013,1519098,808222,710876,922310,558355,363955,596788,249867,346921,496077,388755,107322,59577,49346,10231,1023021,419467,603554
Gaya,2013,581601,305974,275627,401705,225386,176319,179896,80588,99308,180277,138487,41790,9767,7801,1966,401324,167487,233837
Gaya,2013,3809817,1960592,1849225,1895908,1143417,752491,1913909,817175,1096734,1483785,937683,546102,402175,269460,132715,2326032,1022909,1303123
Gautam Buddha Nagar,2013,974309,530609,443700,701019,407405,293614,273290,123204,150086,352436,280281,72155,8399,7127,1272,621873,250328,371545
Gautam Buddha Nagar,2013,673806,359605,314201,421928,258660,163268,251878,100945,150933,216673,163103,53570,19219,15318,3901,457133,196502,260631
Garhwal,2013,112703,58800,53903,90331,48793,41538,22372,10007,12365,33366,27634,5732,251,213,38,79337,31166,48171
Garhwal,2013,574568,268029,306539,404558,213355,191203,170010,54674,115336,240786,119739,121047,3903,2383,1520,333782,148290,185492
